,Title,Studio_Abbreviation,Worldwide_Gross,Domestic_Gross,Domestic_Share,Overseas_Gross,Overseas_Share,Year_x,Genre,IMDB_Score,Metascore,Votes,Subgenre1,Subgrene2,Subgrene3,Actors,Awards,Country,Director,Language,Plot,Poster,Production,Rated,Ratings,Released,Runtime,Writer
738,The Final Destination,WB (NL),186.2,66.5,35.7,119.7,64.3,2009,Horror,5.2,30,88025,Horror,,,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",2 wins & 1 nomination.,USA,David R. Ellis,English,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",https://m.media-amazon.com/images/M/MV5BMTQyMzQ5NjI2MF5BMl5BanBnXkFtZTcwNDA5MjM2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",28 Aug 2009,82 min,"Eric Bress, Jeffrey Reddick (characters)"
739,Watchmen,WB,185.3,107.5,58.0,77.7,42.0,2009,"Action, Drama, Mystery",7.6,56,450678,Action, Drama, Mystery,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",11 wins & 22 nominations.,USA,Zack Snyder,English,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",06 Mar 2009,162 min,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)"
740,Knowing,Sum.,183.6,80.0,43.6,103.6,56.4,2009,"Action, Drama, Mystery",6.2,41,207586,Action, Drama, Mystery,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",1 win & 5 nominations.,"USA, UK, Australia",Alex Proyas,English,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,https://m.media-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",20 Mar 2009,121 min,"Ryne Douglas Pearson (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay), Ryne Douglas Pearson (story)"
741,He's Just Not That Into You,WB (NL),178.8,94.0,52.5,84.9,47.5,2009,"Comedy, Drama, Romance",6.4,47,148743,Comedy, Drama, Romance,"Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods",1 win & 3 nominations.,"Germany, USA",Ken Kwapis,English,This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,https://m.media-amazon.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SX300.jpg,Warner Bros. Pictures/New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",06 Feb 2009,129 min,"Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)"
742,Couples Retreat,Uni.,171.8,109.2,63.5,62.6,36.5,2009,Comedy,5.5,23,93989,Comedy,,,"Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau",1 win & 4 nominations.,USA,Peter Billingsley,"English, Ukrainian","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",09 Oct 2009,113 min,"Jon Favreau, Vince Vaughn, Dana Fox"
743,Up in the Air,Par.,166.8,83.8,50.2,83.0,49.8,2009,"Comedy, Drama, Romance",7.4,83,299068,Comedy, Drama, Romance,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",Nominated for 6 Oscars. Another 76 wins & 158 nominations.,USA,Jason Reitman,English,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire.",https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",23 Dec 2009,109 min,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)"
744,17 Again,WB (NL),136.3,64.2,47.1,72.1,52.9,2009,"Comedy, Drama, Fantasy",6.4,48,165607,Comedy, Drama, Fantasy,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",3 wins & 5 nominations.,USA,Burr Steers,English,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,https://m.media-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",17 Apr 2009,102 min,Jason Filardi
745,Julie & Julia,Sony,129.5,94.1,72.7,35.4,27.3,2009,"Biography, Drama, Romance",7.0,66,95447,Biography, Drama, Romance,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina",Nominated for 1 Oscar. Another 24 wins & 46 nominations.,USA,Nora Ephron,"English, French",Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,https://m.media-amazon.com/images/M/MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",07 Aug 2009,118 min,"Nora Ephron (screenplay), Julie Powell (book), Julia Child (book), Alex Prud'homme (book)"
746,Law Abiding Citizen,Over.,126.7,73.4,57.9,53.3,42.1,2009,"Crime, Drama, Thriller",7.4,34,250337,Crime, Drama, Thriller,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",3 wins & 5 nominations.,USA,F. Gary Gray,English,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,https://m.media-amazon.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,Overture Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",16 Oct 2009,109 min,Kurt Wimmer
747,Coraline,Focus,124.6,75.3,60.4,49.3,39.6,2009,"Animation, Drama, Fantasy",7.7,80,176927,Animation, Drama, Fantasy,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Nominated for 1 Oscar. Another 7 wins & 43 nominations.,USA,Henry Selick,"English, Russian","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg,Focus Features,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",06 Feb 2009,100 min,"Henry Selick (screenplay), Neil Gaiman (book)"
748,Surrogates,BV,122.4,38.6,31.5,83.9,68.5,2009,"Action, Sci-Fi, Thriller",6.3,45,162665,Action, Sci-Fi, Thriller,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",,USA,Jonathan Mostow,English,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",https://m.media-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,Touchstone Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",25 Sep 2009,89 min,"Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)"
749,Invictus,WB,122.2,37.5,30.7,84.7,69.3,2009,"Biography, Drama, History",7.3,74,139937,Biography, Drama, History,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",Nominated for 2 Oscars. Another 10 wins & 33 nominations.,USA,Clint Eastwood,"English, Afrikaans, Maori, Zulu, Xhosa, Southern Sotho","Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",https://m.media-amazon.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",11 Dec 2009,134 min,"Anthony Peckham (screenplay), John Carlin (book)"
750,Hotel for Dogs,P/DW,117.0,73.0,62.4,44.0,37.6,2009,"Comedy, Family",5.4,51,19551,Comedy, Family,,"Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons",2 wins & 2 nominations.,"Germany, USA",Thor Freudenthal,English,Two kids secretly take in stray dogs at a vacant hotel.,https://m.media-amazon.com/images/M/MV5BMTI5NjkxOTE5MF5BMl5BanBnXkFtZTcwMTcxNTAwMg@@._V1_SX300.jpg,Dreamworks Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",16 Jan 2009,100 min,"Jeff Lowell (screenplay), Robert Schooley (screenplay), Mark McCorkle (screenplay), Lois Duncan (book)"
751,Bride Wars,Fox,114.7,58.7,51.2,55.9,48.8,2009,"Comedy, Romance",5.5,24,93588,Comedy, Romance,,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",1 win & 8 nominations.,USA,Gary Winick,English,Two best friends become rivals when they schedule their respective weddings on the same day.,https://m.media-amazon.com/images/M/MV5BMTUyNTg2OTUwN15BMl5BanBnXkFtZTgwNzEzMzg5MTI@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",09 Jan 2009,89 min,"Greg DePaul (screenplay), Casey Wilson (screenplay), June Diane Raphael (screenplay), Greg DePaul (story)"
752,Confessions of a Shopaholic,BV,108.3,44.3,40.9,64.1,59.1,2009,"Comedy, Family, Romance",5.9,38,70393,Comedy, Family, Romance,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack",1 win & 3 nominations.,USA,P.J. Hogan,"English, Finnish, Spanish, French",A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,https://m.media-amazon.com/images/M/MV5BMTQ1MzcyMTkwOF5BMl5BanBnXkFtZTcwMDM3MTc5MQ@@._V1_SX300.jpg,Walt Disney Studios,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",13 Feb 2009,104 min,"Tracey Jackson (screenplay), Tim Firth (screenplay), Kayla Alpert (screenplay), Sophie Kinsella (books)"
753,Race to Witch Mountain,BV,106.4,67.2,63.1,39.2,36.9,2009,"Action, Adventure, Family",5.7,52,50591,Action, Adventure, Family,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino",1 nomination.,USA,Andy Fickman,English,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",13 Mar 2009,98 min,"Matt Lopez (screenplay), Mark Bomback (screenplay), Matt Lopez (screen story), Alexander Key (book)"
754,Planet 51,Sony,105.6,42.2,39.9,63.5,60.1,2009,"Animation, Adventure, Comedy",6.1,39,46950,Animation, Adventure, Comedy,"Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman",4 wins & 4 nominations.,"Spain, UK, USA","Jorge Blanco, Javier Abad(co-director), Marcos Martínez(co-director)","English, Spanish","An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him.",https://m.media-amazon.com/images/M/MV5BMTUyOTAyNTA5Ml5BMl5BanBnXkFtZTcwODU2OTM0Mg@@._V1_SX300.jpg,Sony Pictures/TriStar Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",20 Nov 2009,91 min,"Joe Stillman (script by), Javier Abad (original idea by), Jorge Blanco (original idea by), Marcos Martínez (original idea by), Ignacio Pérez Dolset (original idea by)"
755,Ghosts of Girlfriends Past,WB (NL),102.2,55.3,54.0,47.0,46.0,2009,"Comedy, Fantasy, Romance",5.8,34,77161,Comedy, Fantasy, Romance,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer",1 win.,USA,Mark Waters,"English, Japanese, Chinese, Spanish","While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",https://m.media-amazon.com/images/M/MV5BMTA0Njk2NTIyMTVeQTJeQWpwZ15BbWU3MDU0MzUyMzI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",01 May 2009,100 min,"Jon Lucas, Scott Moore"
756,The Time Traveler's Wife,WB (NL),101.3,63.4,62.6,37.9,37.4,2009,"Drama, Fantasy, Romance",7.1,47,131640,Drama, Fantasy, Romance,"Michelle Nolden, Alex Ferris, Arliss Howard, Eric Bana",1 win & 5 nominations.,USA,Robert Schwentke,English,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",https://m.media-amazon.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",14 Aug 2009,107 min,"Bruce Joel Rubin (screenplay), Audrey Niffenegger (novel)"
757,Where the Wild Things Are,WB,100.1,77.2,77.2,22.9,22.8,2009,"Adventure, Drama, Family",6.8,71,96011,Adventure, Drama, Family,"Max Records, Pepita Emmerichs, Max Pfeifer, Madeleine Greaves",Nominated for 1 Golden Globe. Another 7 wins & 53 nominations.,"Germany, Australia, USA",Spike Jonze,English,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",https://m.media-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",16 Oct 2009,101 min,"Spike Jonze (screenplay), Dave Eggers (screenplay), Maurice Sendak (book)"
758,Old Dogs,BV,96.8,49.5,51.2,47.3,48.8,2009,"Comedy, Family",5.4,19,34330,Comedy, Family,,"John Travolta, Robin Williams, Kelly Preston, Conner Rayburn",5 nominations.,USA,Walt Becker,"English, Ukrainian",Two friends and business partners find their lives turned upside down when strange circumstances lead them to be the temporary guardians of seven year-old twins.,https://m.media-amazon.com/images/M/MV5BMjExMTYyMzk3MV5BMl5BanBnXkFtZTcwMzI2Njg0Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",25 Nov 2009,88 min,"David Diamond, David Weissman"
759,My Sister's Keeper,WB (NL),95.7,49.2,51.4,46.5,48.6,2009,"Drama, Family",7.4,51,84412,Drama, Family,,"Abigail Breslin, Walter Raney, Sofia Vassilieva, Cameron Diaz",4 wins & 3 nominations.,USA,Nick Cassavetes,English,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",26 Jun 2009,109 min,"Jeremy Leven (screenplay), Nick Cassavetes (screenplay), Jodi Picoult (novel)"
760,The Lovely Bones,P/DW,93.6,44.1,47.1,49.5,52.9,2009,"Drama, Fantasy, Thriller",6.7,42,144383,Drama, Fantasy, Thriller,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",Nominated for 1 Oscar. Another 10 wins & 45 nominations.,"USA, UK, New Zealand",Peter Jackson,English,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,https://m.media-amazon.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",15 Jan 2010,135 min,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)"
761,"I Love You, Man",P/DW,91.6,71.4,78.0,20.2,22.0,2009,"Comedy, Romance",7.0,70,184558,Comedy, Romance,,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",1 win & 8 nominations.,USA,John Hamburg,English,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",https://m.media-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg,Dreamworks/Paramount,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",20 Mar 2009,105 min,"John Hamburg (screenplay), Larry Levin (screenplay), Larry Levin (story)"
762,Underworld: Rise of the Lycans,SGem,91.4,45.8,50.1,45.6,49.9,2009,"Action, Adventure, Fantasy",6.6,44,140998,Action, Adventure, Fantasy,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",,"USA, New Zealand",Patrick Tatopoulos,English,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",https://m.media-amazon.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",23 Jan 2009,92 min,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)"
763,Drag Me to Hell,Uni.,90.8,42.1,46.3,48.7,53.7,2009,"Horror, Thriller",6.6,83,175958,Horror, Thriller,,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao",7 wins & 22 nominations.,USA,Sam Raimi,"English, Spanish, Hungarian, Czech","A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",29 May 2009,99 min,"Sam Raimi, Ivan Raimi"
